Ident,Type,Name,Elevation_ft,Continent,Iso_country,Iso_region,Municipality,Gps_code,Local_code,Coordinates
SWQD,heliport,Hospital Estadual AdÃ£o Pereira Nunes Heliport,52.0,SA,BR,BR-RJ,Duque De Caxias,SWQD,SWQD,"-43.28388977050781, -22.67305564880371"
SWQE,small_airport,Querari Airport,492.0,SA,BR,BR-AM,SÃ£o Gabriel Da Cachoeira,SWQE,SWQE,"-69.838048, 1.08777"
SWQF,heliport,Miguel Dias III Heliport,3051.0,SA,BR,BR-CE,Guaramiranga,SWQF,SWQF,"-38.981362, -4.238269"
SWQG,small_airport,Fazenda Sossego Airport,1706.0,SA,BR,BR-MS,Maracaju,SWQG,SWQG,"-55.421112060546875, -21.45722198486328"
SWQH,small_airport,AgropecuÃ¡ria Nova Santana Airport,797.0,SA,BR,BR-MT,AripuanÃ£,SWQH,SWQH,"-60.538612365722656, -10.147221565246582"
SWQI,small_airport,CaracaraÃ­ Airport,180.0,SA,BR,BR-RR,CaracaraÃ­,SWQI,SWQI,"-61.126896, 1.832874"
SWQJ,small_airport,Campos de JÃºlio Airport,2132.0,SA,BR,BR-MT,Campos De JÃºlio,SWQJ,SWQJ,"-59.26750183105469, -13.414722442626953"
SWQK,small_airport,Pedra Airport,1781.0,SA,BR,BR-PB,Pedra Lavrada,SWQK,SWQK,"-36.481109619140625, -6.766666889190674"
SWQL,small_airport,Fazenda TrÃªs Companheiros Airport,2070.0,SA,BR,BR-GO,DoverlÃ¢ndia,SWQL,SWQL,"-52.252498626708984, -16.6825008392334"
SWQM,small_airport,Fazenda Boa Vista Airport,688.0,SA,BR,BR-MT,Acorizal,SWQM,SWQM,"-56.37333297729492, -15.089444160461426"
SWQN,heliport,Spa-Unicordis Heliport,3691.0,SA,BR,BR-GO,Santo AntÃ´nio Do Descoberto,SWQN,SWQN,"-48.25749969482422, -15.76361083984375"
SWQP,small_airport,Rio Vermelho AÃ§ucar e Ãlcool Airport,1148.0,SA,BR,BR-SP,JunqueirÃ³polis,SWQP,SWQP,"-51.369998931884766, -21.315277099609375"
SWQQ,small_airport,Fazenda FundÃ£o Alegre Airport,1391.0,SA,BR,BR-MS,CamapuÃ£,SWQQ,SWQQ,"-54.10388946533203, -18.628055572509766"
SWQR,small_airport,EstÃ¢ncia Norteagro Airport,279.0,SA,BR,BR-RR,Boa Vista,SWQR,SWQR,"-60.77861022949219, 2.675832986831665"
SWQS,small_airport,Fazenda Santa Rosa,1424.0,SA,BR,BR-MS,Ribas do Rio Pardo,SWQS,SWQS,"-53.435333, -20.941333"
SWQT,small_airport,Fazenda SÃ£o Nicolau Airport,738.0,SA,BR,BR-MT,CotriguaÃ§u,SWQT,SWQT,"-58.229167938232, -9.8644437789917"
SWQU,small_airport,Fazenda GuaporÃ© Airport,728.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWQU,SWQU,"-60.126388549800005, -14.587499618499999"
SWQV,small_airport,Fazenda Maristela Airport,833.0,SA,BR,BR-MT,Porto EsperidiÃ£o,SWQV,SWQV,"-58.96916580200195, -16.116666793823242"
SWQW,small_airport,Fazenda Bacaeri Airport,1050.0,SA,BR,BR-MT,Alta Floresta,SWQW,SWQW,"-56.825557708740234, -10.052778244018555"
SWQX,small_airport,Fazenda Barro Preto Airport,1578.0,SA,BR,BR-GO,Monte Alegre De GoiÃ¡s,SWQX,SWQX,"-46.90111111, -13.335277557399998"
SWQY,small_airport,Fazenda PeturÃº Airport,384.0,SA,BR,BR-PA,Porto de Moz,SWQY,SWQY,"-52.3675, -2.684444"
SWQZ,small_airport,Fazenda Quatro IrmÃ£os Airport,1509.0,SA,BR,BR-MS,Ribas Do Rio Pardo,SWQZ,SWQZ,"-53.5533332824707, -20.878332138061523"
SWR,small_airport,Silur Airport,217.0,OC,PG,PG-NIK,Silur Mission,SWR,SWR,"153.054444444, -4.5298888888899995"
SWRA,small_airport,Arraias Airport,1923.0,SA,BR,BR-TO,Arraias,SWRA,SWRA,"-46.884107, -13.025154"
SWRB,small_airport,Fazenda Rio dos Bugres Airport,1148.0,SA,BR,BR-MT,Barra Do Bugres,SWRB,SWRB,"-56.950557708740234, -14.816944122314453"
SWRC,small_airport,Fazenda Sevilha Airport,951.0,SA,BR,BR-MT,RibeirÃ£o Cascalheira,SWRC,SWRC,"-51.934165954589844, -12.626667022705078"
SWRD,small_airport,Maestro Marinho Franco Airport,1467.0,SA,BR,BR-MT,RondonÃ³polis,SWRD,SWRD,"-54.7248, -16.586"
SWRF,closed,Fazenda Toloza Airport,1644.0,SA,BR,BR-MT,Brasnorte,SWRF,SWRF,"-57.983891, -13.183611"
SWRG,small_airport,Fazenda Rancho Maria e Tereza Airport,492.0,SA,BR,BR-RO,GuajarÃ¡-Mirim,SWRG,SWRG,"-65.2286148071289, -10.825833320617676"
SWRH,small_airport,Fazenda Aurora Airport,2904.0,SA,BR,BR-BA,SÃ£o DesidÃ©rio,SWRH,SWRH,"-46.156952, -12.710022"
SWRI,small_airport,Fazenda Roncador I Airport,993.0,SA,BR,BR-MT,QuerÃªncia,SWRI,SWRI,"-52.27899932861328, -12.155400276184082"
SWRJ,small_airport,Fazenda Panflora Airport,757.0,SA,BR,BR-MT,RosÃ¡rio Oeste,SWRJ,SWRJ,"-56.55277633666992, -15.083333015441895"
SWRK,heliport,Pedreira Pombal Fazenda Recanto Heliport,1492.0,SA,BR,BR-RJ,Barra Mansa,SWRK,SWRK,"-44.257678, -22.486884"
SWRL,small_airport,Fazenda Pouso Redondo Airport,1086.0,SA,BR,BR-RO,Corumbiara,SWRL,SWRL,"-61.04916763305664, -12.977222442626953"
SWRM,small_airport,Santo AntÃ´nio do Descoberto Airport,3674.0,SA,BR,BR-GO,Santo AntÃ´nio Do Descoberto,SWRM,SWRM,"-48.33361053466797, -15.930556297302246"
SWRN,heliport,EstaÃ§Ã£o Naval do Rio Negro Heliport,131.0,SA,BR,BR-AM,Manaus,SWRN,SWRN,"-59.948214, -3.144233"
SWRO,small_airport,Aeroclube de RondÃ´nia Airport,312.0,SA,BR,BR-RO,Porto Velho,SWRO,SWRO,"-63.858055, -8.793611"
SWRP,small_airport,AripuanÃ£ Airport,623.0,SA,BR,BR-MT,AripuanÃ£,SWRP,SWRP,"-59.457273, -10.188278"
SWRQ,small_airport,Fazenda VittÃ³ria Airport,1033.0,SA,BR,BR-MT,FigueirÃ³polis d'Oeste,SWRQ,SWRQ,"-58.586944, -15.558611"
SWRR,small_airport,Fazenda Serra Azul Airport,1542.0,SA,BR,BR-MT,Planalto Da Serra,SWRR,SWRR,"-54.567501068115234, -14.667778015136719"
SWRS,small_airport,Fazenda Santa MÃ´nica Airport,1047.0,SA,BR,BR-MT,RondonÃ³polis,SWRS,SWRS,"-54.906944274902344, -16.933332443237305"
SWRT,small_airport,Fazenda Santa Rita Airport,2346.0,SA,BR,BR-GO,Santa Rita Do Araguaia,SWRT,SWRT,"-53.19305419921875, -17.3477783203125"
SWRU,small_airport,Umberto Bosaipo Regional Airport,1460.0,SA,BR,BR-MT,Tesouro,SWRU,SWRU,"-53.0752983093, -15.5564002991"
SWRV,small_airport,Fazenda Vale do Rio Verde Airport,1378.0,SA,BR,BR-MT,Diamantino,SWRV,SWRV,"-56.53388977050781, -12.166943550109863"
SWRW,small_airport,Fazenda Santa Alice Airport,1115.0,SA,BR,BR-MT,Mirassol D`Oeste,SWRW,SWRW,"-58.0444450378418, -15.587499618530273"
SWRX,small_airport,Fazenda Santa Cruz do PessoÃª Airport,764.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWRX,SWRX,"-60.4458312988, -15.1649999619"
SWRY,small_airport,Fazenda Santa Maria Airport,1853.0,SA,BR,BR-MT,Porto Estrela,SWRY,SWRY,"-57.47055435180664, -15.737500190734863"
SWRZ,small_airport,Fazenda Arrossensal Airport,1306.0,SA,BR,BR-MT,NortelÃ¢ndia,SWRZ,SWRZ,"-56.71379852294922, -14.353099822998047"
SWSA,small_airport,Fazenda SÃ£o JoÃ£o Airport,1476.0,SA,BR,BR-MT,Diamantino,SWSA,SWSA,"-56.53388977050781, -12.289167404174805"
SWSB,small_airport,Fazenda SabiÃ¡ Airport,951.0,SA,BR,BR-MT,Araguaiana,SWSB,SWSB,"-51.97722244262695, -15.233332633972168"
SWSC,small_airport,Fazenda Santa Cruz Airport,1083.0,SA,BR,BR-MT,SÃ£o FÃ©lix Do Araguaia,SWSC,SWSC,"-52.733333587646484, -11.653611183166504"
SWSD,small_airport,Fazenda Santo AntÃ´nio Airport,1079.0,SA,BR,BR-MT,Araguaiana,SWSD,SWSD,"-51.81388854980469, -15.623888969421387"
SWSE,heliport,Iguatemi Corporate Heliport,328.0,SA,BR,BR-RS,Porto Alegre,SWSE,SWSE,"-51.162777, -30.028333"
SWSF,small_airport,Fazenda SÃ£o Francisco Airport,863.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWSF,SWSF,"-60.217201232899995, -15.2241001129"
SWSG,small_airport,Fazenda Simarelli Airport,2136.0,SA,BR,BR-MT,Campos De JÃºlio,SWSG,SWSG,"-59.31679916381836, -13.606800079345703"
SWSH,small_airport,SÃ£o Raimundo II Airport,932.0,SA,BR,BR-MT,Alta Floresta,SWSH,SWSH,"-56.15277862548828, -9.966388702392578"
SWSI,small_airport,Presidente JoÃ£o Batista Figueiredo Airport,1227.0,SA,BR,BR-MT,Sinop,SWSI,SWSI,"-55.586109, -11.885001"
SWSK,small_airport,Fazenda SÃ£o Marco Airport,295.0,SA,BR,BR-RR,Boa Vista,SWSK,SWSK,"-60.4838981628, 3.0497200489"
SWSL,heliport,Teuto Heliport,3652.0,SA,BR,BR-GO,AnÃ¡polis,SWSL,SWSL,"-48.927223205566406, -16.41083335876465"
SWSM,small_airport,Fazenda Santa Maria Airport,525.0,SA,BR,BR-MT,Lambari D`Oeste,SWSM,SWSM,"-57.69444, -15.35833"
SWSN,small_airport,Fazenda SÃ£o Valentim Airport,873.0,SA,BR,BR-MT,Pontes e Lacerda,SWSN,SWSN,"-59.310833, -14.988833"
SWSO,heliport,Socimed Hospital Helipad,79.0,SA,BR,BR-SC,TubarÃ£o,SWSO,SWSO,"-48.988888, -28.473888"
SWSP,small_airport,Sopave Norte Airport,1690.0,SA,BR,BR-MT,Paranatinga,SWSP,SWSP,"-54.73833465576172, -13.7252779006958"
SWSQ,small_airport,SÃ£o Joaquim Airport,541.0,SA,BR,BR-AM,SÃ£o Gabriel Da Cachoeira,SWSQ,SWSQ,"-69.38388889, 1.733055556"
SWSR,small_airport,SertÃ¢nia Airport,1772.0,SA,BR,BR-MT,SertÃ¢nia,SWSR,SWSR,"-55.633888244628906, -13.75027847290039"
SWSS,closed,Fazenda Silmar Airport,863.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWSS,SWSS,"-60.114445, -16.165"
SWST,small_airport,Santa Terezinha Airport,663.0,SA,BR,BR-MT,Santa Terezinha,SWST,SWST,"-50.518611907958984, -10.4647216796875"
SWSU,small_airport,Fazenda Santa Juliana Airport,1230.0,SA,BR,BR-MT,RibeirÃ£o Cascalheira,SWSU,SWSU,"-52.02083206176758, -12.852222442626953"
SWSV,small_airport,Fazenda Santa SÃ­lvia Airport,837.0,SA,BR,BR-MT,Cocalinho,SWSV,SWSV,"-51.3805541992, -14.3886108398"
SWSW,heliport,PCDF Heliport,3816.0,SA,BR,BR-DF,BrasÃ­lia,SWSW,SWSW,"-47.913055419921875, -15.779722213745117"
SWSX,closed,Seringal Nova Olinda Airport,673.0,SA,BR,BR-AC,Sena Madureira,SWSX,SWSX,"-69.211945, -10.104444"
SWSY,small_airport,SÃ£o SimÃ£o Airport,705.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWSY,SWSY,"-60.1547203064, -15.9086112976"
SWSZ,small_airport,Fazenda Santa Luzia Airport,741.0,SA,BR,BR-MT,Nova Bandeirantes,SWSZ,SWSZ,"-58.06277847290039, -9.773611068725586"
SWTA,small_airport,Fazenda Santa MÃ¡rcia Airport,938.0,SA,BR,BR-MT,Araputanga,SWTA,SWTA,"-58.40888977050781, -15.415278434753418"
SWTB,small_airport,Tabajara Airport,722.0,SA,BR,BR-RO,Ariquemes,SWTB,SWTB,"-62.11722183227539, -8.916943550109863"
SWTC,closed,TocantÃ­nia Airport,656.0,SA,BR,BR-TO,TocantÃ­nia,SWTC,SWTC,"-48.399067, -9.545695"
SWTD,small_airport,Fazenda Sete de Setembro Airport,1066.0,SA,BR,BR-MT,Ãgua Boa,SWTD,SWTD,"-52.400001525878906, -13.881111145019531"
SWTE,small_airport,Fazenda Trescinco Airport,1132.0,SA,BR,BR-MT,Diamantino,SWTE,SWTE,"-56.65888977050781, -13.916943550109863"
SWTF,heliport,Porto Moura Heliport,195.0,SA,BR,BR-AM,TefÃ©,SWTF,SWTF,"-65.56722259521484, -4.550278186798096"
SWTG,small_airport,Fazenda Santa Marina Airport,1126.0,SA,BR,BR-SP,Santo AntÃ´nio do AracanguÃ¡,SWTG,SWTG,"-50.788229, -20.847244"
SWTH,small_airport,Fazenda Smith,290.0,SA,BR,BR-RR,Bonfim,SWTH,SWTH,"-60.5107, 2.9185"
SWTI,small_airport,SÃ£o Vicente Airport,791.0,SA,BR,BR-MT,Nova Lacerda,SWTI,SWTI,"-59.7798995972, -14.5202999115"
SWTJ,small_airport,Fazenda Cachoeira Airport,1070.0,SA,BR,BR-MT,TangarÃ¡ Da Serra,SWTJ,SWTJ,"-57.79722213745117, -14.603333473205566"
SWTK,small_airport,Fazenda Santa Maria do GuaporÃ© Airport,797.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWTK,SWTK,"-60.280834198, -14.2019443512"
SWTL,small_airport,Fazenda Corumbiara Airport,1371.0,SA,BR,BR-RO,Pimenta Bueno,SWTL,SWTL,"-61.28361129760742, -12.500555992126465"
SWTM,closed,Fazenda Santos Reis Airport,879.0,SA,BR,BR-MT,Porto EsperidiÃ£o,SWTM,SWTM,"-59.1500015259, -16.2666664124"
SWTN,small_airport,Fazenda Arapucel Airport,1345.0,SA,BR,BR-MT,Araputanga,SWTN,SWTN,"-58.72916793823242, -15.041389465332031"
SWTO,small_airport,ParaÃ­so do Tocantins Airport,1083.0,SA,BR,BR-TO,ParaÃ­so Do Tocantins,SWTO,SWTO,"-48.932800293, -10.174200058"
SWTP,small_airport,Tapuruquara Airport,223.0,SA,BR,BR-AM,Santa Isabel Do Rio Negro,SWTP,SWTP,"-64.9923, -0.3786"
SWTQ,small_airport,Rio Quente Resorts Airport,2247.0,SA,BR,BR-GO,Rio Quente,SWTQ,SWTQ,"-48.761807, -17.768871"
SWTR,small_airport,TaraquÃ¡ Airport,246.0,SA,BR,BR-AM,SÃ£o Gabriel Da Cachoeira,SWTR,SWTR,"-68.54560089111328, 0.12472199648618698"
SWTS,small_airport,TangarÃ¡ da Serra Airport,1460.0,SA,BR,BR-MT,TangarÃ¡ Da Serra,SWTS,SWTS,"-57.4435005188, -14.661999702500001"
SWTT,heliport,Supermax Heliport,3120.0,SA,BR,BR-PR,Curitiba,SWTT,SWTT,"-49.326258, -25.432516"
SWTU,small_airport,Fazenda TucunarÃ© Airport,1814.0,SA,BR,BR-MT,Sapezal,SWTU,SWTU,"-58.866935, -13.465528"
SWTV,small_airport,Fazenda Rio Preto Airport,1354.0,SA,BR,BR-MT,Salto Do CÃ©u,SWTV,SWTV,"-57.96861267089844, -15.06222152709961"
SWTW,small_airport,Fazenda SÃ£o Lucas Airport,833.0,SA,BR,BR-MT,Pontes E Lacerda,SWTW,SWTW,"-59.241668701171875, -15.706389427185059"
SWTX,small_airport,Fazenda Olho D`Ãgua Airport,1201.0,SA,BR,BR-MT,Torixoreu,SWTX,SWTX,"-52.97138977050781, -16.145278930664062"
SWTY,small_airport,Taguatinga Airport,1959.0,SA,BR,BR-TO,Taguatinga,SWTY,SWTY,"-46.40055465698242, -12.433889389038086"
SWTZ,small_airport,Fazenda Santo AntÃ´nio - Zampieri Airport,1319.0,SA,BR,BR-MS,Ribas do Rio Pardo,SWTZ,SWTZ,"-53.535518, -20.739129"
SWUA,small_airport,SÃ£o Miguel do Araguaia Airport,1249.0,SA,BR,BR-GO,SÃ£o Miguel Do Araguaia,SWUA,SWUA,"-50.197601318359375, -13.331299781799316"
SWUB,small_airport,Fazenda Serra Alegre Airport,1115.0,SA,BR,BR-MT,Pontes E Lacerda,SWUB,SWUB,"-59.191666, -15.674167"
SWUC,small_airport,Luciara Airport,689.0,SA,BR,BR-MT,Luciara,SWUC,SWUC,"-50.68388748168945, -11.200278282165527"
SWUD,small_airport,ClÃ¡udio Airport,2690.0,SA,BR,BR-MG,ClÃ¡udio,SWUD,SWUD,"-44.812776, -20.445833"
SWUE,small_airport,Fazenda Tapayuna Airport,1197.0,SA,BR,BR-MT,Nova CanaÃ£ Do Norte,SWUE,SWUE,"-55.936668395996094, -10.703332901000977"
SWUF,heliport,Cervejaria PetrÃ³polis Heliport,2067.0,SA,BR,BR-SP,Boituva,SWUF,SWUF,"-47.66055679321289, -23.258056640625"
SWUI,small_airport,Pauini Airport,397.0,SA,BR,BR-AM,Pauini,SWUI,SWUI,"-67.02833557128906, -7.722499847412109"
SWUJ,small_airport,TaguÃ¡ AgropecuÃ¡ria Airport,1230.0,SA,BR,BR-MT,Vera,SWUJ,SWUJ,"-55.377777099609375, -12.204999923706055"
SWUK,small_airport,UapuÃ­ Cachoeira Airport,249.0,SA,BR,BR-AM,SÃ£o Gabriel Da Cachoeira,SWUK,SWUK,"-69.20055389404297, 1.2163889408111572"
SWUL,small_airport,Fazenda Furna Azul Airport,407.0,SA,BR,BR-TO,AnanÃ¡s,SWUL,SWUL,"-48.421390533447266, -6.2180562019348145"
SWUM,small_airport,Fazenda Rancho Novo Airport,984.0,SA,BR,BR-MT,Comodoro,SWUM,SWUM,"-60.27277755737305, -13.442500114440918"
SWUN,small_airport,Fazenda Santa Eunice Airport,886.0,SA,BR,BR-MT,Nova Monte Verde,SWUN,SWUN,"-57.567779541015625, -10.171943664550781"
SWUO,closed,Fazenda Santo AndrÃ© Airport,1529.0,SA,BR,BR-MT,Nova Mutum,SWUO,SWUO,"-55.9872207642, -13.686388969400001"
SWUP,small_airport,Uirapuru Airport,1575.0,SA,BR,BR-GO,Uirapuru,SWUP,SWUP,"-59.36722183227539, -14.01694393157959"
SWUQ,small_airport,Surucucu Airport,2854.0,SA,BR,BR-RR,Alto Alegre,SWUQ,SWUQ,"-63.646999, 2.83528"
SWUR,small_airport,Fazenda Vista Verde Airport,1945.0,SA,BR,BR-PI,Palmeira Do PiauÃ­,SWUR,SWUR,"-44.389442, -8.491666"
SWUS,small_airport,Sede Fazenda SÃ£o Benedito Airport,1798.0,SA,BR,BR-MT,Campo Novo Do Parecis,SWUS,SWUS,"-57.70916748046875, -14.234999656677246"
SWUT,small_airport,Lavoura Fazenda SÃ£o Benedito Airport,2001.0,SA,BR,BR-MT,Campo Novo Do Parecis,SWUT,SWUT,"-57.77888870239258, -14.220000267028809"
SWUU,small_airport,Fazenda Uirapuru Airport,1148.0,SA,BR,BR-MT,Sinop,SWUU,SWUU,"-54.175429, -12.100592"
SWUW,small_airport,Fazenda Okuhara Airport,807.0,SA,BR,BR-MT,Barra do Bugres,SWUW,SWUW,"-56.836696, -15.110948"
SWUX,small_airport,Fazenda 4 Amigos Airport,604.0,SA,BR,BR-TO,AbreulÃ¢ndia,SWUX,SWUX,"-49.668333, -9.409722"
SWUY,small_airport,Urucu Airport,243.0,SA,BR,BR-AM,Coari,SWUY,SWUY,"-65.3554000854, -4.88422012329"
SWUZ,small_airport,Brigadeiro Araripe Macedo Airport,3269.0,SA,BR,BR-GO,LuziÃ¢nia,SWUZ,SWUZ,"-47.96870040893555, -16.261699676513672"
SWVA,heliport,Valmir Amaral Heliport,3300.0,SA,BR,BR-DF,BrasÃ­lia,SWVA,SWVA,"-47.89583206176758, -15.848333358764648"
SWVB,small_airport,Vila Bela da SantÃ­ssima Trindade Airport,660.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWVB,SWVB,"-59.9458, -14.9942"
SWVC,small_airport,Vila Rica Airport,892.0,SA,BR,BR-MT,Vila Rica,SWVC,SWVC,"-51.1422233581543, -9.979443550109863"
SWVD,small_airport,Fazenda Rio Verde Airport,2592.0,SA,BR,BR-GO,SerranÃ³polis,SWVD,SWVD,"-52.574043, -17.984285"
SWVE,closed,Fazenda Vista Alegre Airport,666.0,SA,BR,BR-AC,Bujari,SWVE,SWVE,"-68.007225, -9.788611"
SWVF,small_airport,Fazenda Sto AntÃ´nio GuaporÃ© - Sede Nova Airport,709.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWVF,SWVF,"-59.9280548096, -16.0094432831"
SWVG,heliport,Riacho Verde Heliport,1387.0,SA,BR,BR-CE,TauÃ¡,SWVG,SWVG,"-40.2983, -5.971"
SWVH,small_airport,Fazenda Vaca Branca Airport,1149.0,SA,BR,BR-MT,Alta Floresta,SWVH,SWVH,"-56.239723205566406, -9.524443626403809"
SWVI,closed,Fazenda Pirassununga Airport,787.0,SA,BR,BR-TO,SÃ£o ValÃ©rio,SWVI,SWVI,"-48.31111, -11.517778"
SWVJ,small_airport,Fazenda Uiapuru Airport,1519.0,SA,BR,BR-MT,Nova Mutum,SWVJ,SWVJ,"-56.002220153808594, -13.663888931274414"
SWVK,small_airport,Fazenda Vale do Rio Celeste Airport,1411.0,SA,BR,BR-MT,Nova UbiratÃ£,SWVK,SWVK,"-55.32611083984375, -13.036944389343262"
SWVL,small_airport,Fazenda Vertente Airport,2444.0,SA,BR,BR-MT,Santo AntÃ´nio Do Leverger,SWVL,SWVL,"-55.315555572509766, -15.896666526794434"
SWVM,heliport,Vinte e Oito Helipad,3405.0,SA,BR,BR-MG,Belo Horizonte,SWVM,SWVM,"-43.9584, -19.9626"
SWVN,small_airport,Valdir Masutti Airport,2028.0,SA,BR,BR-MT,Comodoro,SWVN,SWVN,"-59.795833587646484, -13.63277816772461"
SWVO,small_airport,Panorama Airport,1017.0,SA,BR,BR-MT,ClÃ¡udia,SWVO,SWVO,"-55.38055419921875, -11.370278358459473"
SWVP,small_airport,Fazenda Santa Isabel Airport,33.0,SA,BR,BR-AP,Cutias,SWVP,SWVP,"-50.330276, 1.156667"
SWVQ,heliport,Uniban Morumbi Heliport,2569.0,SA,BR,BR-SP,SÃ£o Paulo,SWVQ,SWVQ,"-46.69444274902344, -23.63166618347168"
SWVR,small_airport,AerÃ³dromo do Canarinho,1460.0,SA,BR,BR-MT,Sinop,SWVR,SWVR,"-55.456099, -11.906131"
SWVS,small_airport,Baia do Padre Airport,675.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWVS,SWVS,"-60.04039, -15.861972"
SWVT,small_airport,Fazenda Estrela D`Alva Airport,1050.0,SA,BR,BR-MT,QuerÃªncia,SWVT,SWVT,"-52.641184, -12.120271"
SWVU,small_airport,Fazenda Ramalhete Airport,1099.0,SA,BR,BR-MS,Rio Brilhante,SWVU,SWVU,"-54.576698303222656, -21.733299255371094"
SWVV,small_airport,Fazenda Bela Vista Airport,692.0,SA,BR,BR-MT,Vila Bela Da SantÃ­ssima Trindade,SWVV,SWVV,"-60.096052, -15.755166"
SWVW,small_airport,Furnaspark Resort Airport,2580.0,SA,BR,BR-MG,Formiga,SWVW,SWVW,"-45.6037, -20.535"
SWVX,small_airport,Fazenda Guariba Airstrip,517.0,SA,BR,BR-MT,AripuanÃ£,SWVX,SWVX,"-60.1409, -10.2415"
SWVY,small_airport,Fazenda Carvalho Airport,361.0,SA,BR,BR-MS,CorumbÃ¡,SWVY,SWVY,"-56.482236, -17.568061"
SWVZ,small_airport,EMAL - Empresa de MineraÃ§Ã£o AripuanÃ£ Ltda Airport,2362.0,SA,BR,BR-MT,Nobres,SWVZ,SWVZ,"-56.352779388427734, -14.75"
SWWA,small_airport,Porangatu Airport,1201.0,SA,BR,BR-GO,Porangatu,SWWA,SWWA,"-49.15829849243164, -13.404800415039062"
SWWB,small_airport,Fazenda Rio Azul Airport,1083.0,SA,BR,BR-MT,ClÃ¡udia,SWWB,SWWB,"-54.926944732666016, -11.25777816772461"
SWWC,heliport,Ceta Ecotel Heliport,36.0,SA,BR,BR-ES,MacapÃ¡,SWWC,SWWC,"-51.1186, -0.0478"
SWWD,small_airport,C.F. de Souza Bais Airport,207.0,SA,BR,BR-AM,Barcelos,SWWD,SWWD,"-63.785, -1.691388889"
SWWE,small_airport,M. Baumann Airfield,3123.0,SA,BR,BR-PR,PiÃªn,SWWE,SWWE,"-49.500291, -26.03618"
SWWF,small_airport,Hotel Baiazinha Airport,676.0,SA,BR,BR-MT,CÃ¡ceres,SWWF,SWWF,"-57.83139, -16.569721"
SWWG,small_airport,Fazenda Canamari Airport,1699.0,SA,BR,BR-GO,QuirinÃ³polis,SWWG,SWWG,"-50.38111, -18.54806"
SWWH,small_airport,Fazenda Marca Salto Airstrip,1164.0,SA,BR,BR-MS,AngÃ©lica,SWWH,SWWH,"-53.904, -21.9827"
SWWI,small_airport,Fazenda Fortaleza Airport,1995.0,SA,BR,BR-MT,General Carneiro,SWWI,SWWI,"-53.57833480834961, -15.673333168029785"
SWWJ,small_airport,Posto de ProteÃ§Ã£o Ambiental Nossa Senhora do Carmo Airport,348.0,SA,BR,BR-MT,BarÃ£o De MelgaÃ§o,SWWJ,SWWJ,"-56.29916763305664, -16.68083381652832"
SWWK,small_airport,UrucarÃ¡ Airport,98.0,SA,BR,BR-AM,UrucarÃ¡,SWWK,SWWK,"-57.75579833984375, -2.5288898944854736"
SWWL,small_airport,Fazenda Agrocentro Airport,1119.0,SA,BR,BR-MT,Barra Do GarÃ§as,SWWL,SWWL,"-52.26390075683594, -15.696700096130371"
SWWM,small_airport,Fazenda Pupila Airport,663.0,SA,BR,BR-MG,Mantena,SWWM,SWWM,"-40.94944381713867, -18.771944046020508"
SWWN,small_airport,Fazenda Santa AmÃ¡lia Airport,1043.0,SA,BR,BR-MT,Alta Floresta,SWWN,SWWN,"-56.579088, -10.307853"
SWWO,heliport,Niely do Brasil Heliport,108.0,SA,BR,BR-RJ,Nova IguaÃ§u,SWWO,SWWO,"-43.4675, -22.7013"
SWWP,heliport,Fazenda Taboca Heliport,3543.0,SA,BR,BR-DF,BrasÃ­lia,SWWP,SWWP,"-47.807777404785156, -15.85111141204834"
SWWQ,heliport,UNB Autotrac Heliport,3435.0,SA,BR,BR-DF,BrasÃ­lia,SWWQ,SWWQ,"-47.870034, -15.772322"
SWWR,heliport,AutÃ³dromo Internacional de BrasÃ­lia Heliport,3701.0,SA,BR,BR-DF,BrasÃ­lia,SWWR,SWWR,"-47.90045, -15.77615"
SWWS,heliport,Sorocaba Business Park Heliport,2021.0,SA,BR,BR-SP,Sorocaba,SWWS,SWWS,"-47.389604, -23.445563"
SWWT,small_airport,SÃ­lvio GonÃ§alves de Mello Airport,1988.0,SA,BR,BR-MG,Morada Nova De Minas,SWWT,SWWT,"-45.3355560303, -18.705556869499997"
SWWU,small_airport,UruaÃ§u Airport,1706.0,SA,BR,BR-GO,UruaÃ§u,SWWU,SWWU,"-49.137779235839844, -14.525555610656738"
SWWV,small_airport,Posto de ProteÃ§Ã£o Ambiental Santa Maria Airport,381.0,SA,BR,BR-MT,BarÃ£o De MelgaÃ§o,SWWV,SWWV,"-56.02916717529297, -16.706388473510742"
SWWW,small_airport,Posto de ProteÃ§Ã£o Ambiental SÃ£o Luiz Airport,367.0,SA,BR,BR-MT,BarÃ£o De MelgaÃ§o,SWWW,SWWW,"-56.176387786865234, -16.68833351135254"
